sample	unclassified-kra_unclassified-seq_ERR9709202__merged	unclassified-kra_unclassified-seq_ERR9709203__merged	unclassified-kra_unclassified-seq_ERR9709204__merged	unclassified-kra_unclassified-seq_ERR9709206__merged	unclassified-kra_unclassified-seq_ERR9709208__merged	unclassified-kra_unclassified-seq_ERR9709209__merged	unclassified-kra_unclassified-seq_ERR9709210__merged	unclassified-kra_unclassified-seq_ERR9709211__merged	unclassified-kra_unclassified-seq_ERR9709212__merged	unclassified-kra_unclassified-seq_ERR9709213__merged	unclassified-kra_unclassified-seq_ERR9709214__merged	unclassified-kra_unclassified-seq_ERR9709215__merged	unclassified-kra_unclassified-seq_ERR9709216__merged	unclassified-kra_unclassified-seq_ERR9709217__merged	unclassified-kra_unclassified-seq_ERR9709218__merged	unclassified-kra_unclassified-seq_ERR9709219__merged	unclassified-kra_unclassified-seq_ERR9709220__merged	unclassified-kra_unclassified-seq_ERR9709221__merged	unclassified-kra_unclassified-seq_ERR9709224__merged	unclassified-kra_unclassified-seq_ERR9709225__merged	unclassified-kra_unclassified-seq_ERR9709226__merged	unclassified-kra_unclassified-seq_ERR9709227__merged	unclassified-kra_unclassified-seq_ERR9709228__merged	unclassified-kra_unclassified-seq_ERR9709230__merged	unclassified-kra_unclassified-seq_ERR9709231__merged	unclassified-kra_unclassified-seq_ERR9709234__merged	unclassified-kra_unclassified-seq_ERR9709235__merged	unclassified-kra_unclassified-seq_ERR9709236__merged	unclassified-kra_unclassified-seq_ERR9709238__merged	unclassified-kra_unclassified-seq_ERR9709240__merged	unclassified-kra_unclassified-seq_ERR9709241__merged	unclassified-kra_unclassified-seq_ERR9709242__merged	unclassified-kra_unclassified-seq_ERR9709243__merged	unclassified-kra_unclassified-seq_ERR9709244__merged	unclassified-kra_unclassified-seq_ERR9709245__merged	unclassified-kra_unclassified-seq_ERR9709246__merged	unclassified-kra_unclassified-seq_ERR9709247__merged	unclassified-kra_unclassified-seq_ERR9709248__merged	unclassified-kra_unclassified-seq_ERR9709249__merged	unclassified-kra_unclassified-seq_ERR9709251__merged	unclassified-kra_unclassified-seq_ERR9709252__merged	unclassified-kra_unclassified-seq_ERR9709253__merged
unclassified-kra_unclassified-seq_ERR9709202__merged	0.0	0.00451334068385749	0.005038376628335357	0.004514741965016927	0.004690753856410992	0.004681375679509624	0.004985842406273725	0.00497672120030763	0.004978734564527241	0.004614692990463943	0.004741495837149555	0.004968040901734848	0.004645824459357891	0.004598296801096453	0.004661161792615123	0.005011745264840213	0.005065167008540097	0.004507677064967675	0.0051385443192829994	0.00460271789987873	0.004676526990618892	0.0048487302743496045	0.004876521546254135	0.004402138949776956	0.00464740224157364	0.004210750113031045	0.004950992059980445	0.0049719759028367325	0.0044379832359021576	0.004714501722638132	0.004481033711987438	0.004610901717630838	0.0046215652909338606	0.004847885004589688	0.005027370439196626	0.004573824669213392	0.005146465609154357	0.004438816245237612	0.005181826474067355	0.005497503633649695	0.00449570225806266	0.004781781343841126
unclassified-kra_unclassified-seq_ERR9709203__merged	0.004516090956316875	0.0	0.004854123519062077	0.0043234700743541256	0.004664953412949756	0.004516652733575691	0.004947330986140787	0.00507213964141197	0.004906594989784165	0.004558618440863249	0.004786353605702216	0.004769187859713014	0.0046842605767151175	0.004421702742124109	0.004409960193015022	0.004857239498970553	0.004999993724522769	0.004604249596116973	0.004967980781249503	0.0045850606710389165	0.004531853032510397	0.004786260681982693	0.004715483224830791	0.004244469725058262	0.00461144697728313	0.0040990915881622784	0.004850244217754596	0.00479981021664762	0.00445299448605446	0.004503636117379799	0.004556222813477493	0.004510954414051535	0.004516004545856212	0.004695508326601806	0.005044810705102559	0.004565225814313838	0.0048173336924699165	0.004386746681096828	0.0050080133417669025	0.005317683580669473	0.004290919451255584	0.0046321472245837575
unclassified-kra_unclassified-seq_ERR9709204__merged	0.005053923532986488	0.004931023696421463	0.0	0.004839526222777871	0.004984046940802554	0.004792789238436749	0.005269811143146824	0.005335874125694164	0.005134477276062283	0.0047609201206846394	0.004983750166096484	0.005187819941379513	0.0049865444007698686	0.00482486243645154	0.00482984407443032	0.0052829113452116825	0.00535527585067062	0.004799612590242183	0.005488470430477171	0.005022835469978292	0.004934451805788324	0.005004268956204639	0.005073480014069691	0.004780734742585824	0.004809666822054204	0.004377266922638028	0.005207521448004429	0.005195703791039674	0.004694363316064002	0.0050308676537217396	0.004790102434604038	0.004933011324019699	0.004886922239825392	0.005157143562418613	0.005220786695885091	0.0047971570937309325	0.005228962860277716	0.004697915310742996	0.005274306158022567	0.005678056145321262	0.004598301248204817	0.004955413483501011
unclassified-kra_unclassified-seq_ERR9709206__merged	0.004430431293755824	0.004239405674487044	0.004728128116973286	0.0	0.004571343632864089	0.0043859743867230355	0.004747432967650665	0.004924776185441151	0.004767361473202529	0.004344677540071118	0.004593856581345866	0.004672605783484836	0.004544776969284387	0.0043058472206057435	0.004332898323584216	0.004837824874726531	0.0047634950524661325	0.0042863812926911505	0.00485462063483956	0.004576371220225911	0.004397819638237945	0.004606938660403362	0.004509691151325262	0.004177379765437136	0.004506595580453966	0.004099201974904335	0.004683176129533664	0.004785881166143715	0.004224670952740226	0.004483638557248679	0.004391187553713561	0.004300546173764725	0.004376555891266454	0.004582282528730621	0.00483937193395713	0.00449929826892527	0.004854684953687039	0.0042553340897729846	0.004826565174369709	0.005305945265594827	0.0041289475611858036	0.004632709006645189
unclassified-kra_unclassified-seq_ERR9709208__merged	0.00465524489089742	0.0046410360588867725	0.004952559001438111	0.004622926786352934	0.0	0.0046328720065090985	0.005007248379064528	0.005224063473920117	0.005031638042282454	0.004541493664711622	0.004913923512062157	0.00498285492402395	0.004692428940690861	0.004638255763256368	0.004669213555522916	0.0050789132589655625	0.005074521924431127	0.004612493002301808	0.00511928671069651	0.004746088129225437	0.004688805758796206	0.004858906709577648	0.0048278472354371564	0.0044749833748713	0.004612842763688035	0.004230028328331954	0.0049940132955252825	0.004992119254402828	0.004516977140251949	0.004705844522368301	0.004592610878488327	0.004490279906348721	0.004713375646536582	0.00485527491375744	0.005100314517078831	0.004555473757481029	0.00516798824269228	0.0045553895879815905	0.005214884145391964	0.00535657172908702	0.004491457790516412	0.004842672694488741
unclassified-kra_unclassified-seq_ERR9709209__merged	0.004885531826878463	0.004682100622585875	0.005009879532494531	0.004665305454313495	0.004880222272944835	0.0	0.005028914440093382	0.005211508264193945	0.004955940412384823	0.004684868565065119	0.004770648773636866	0.004851856927116126	0.004743475131435179	0.004570795080241801	0.004686239939297444	0.0050223503199398134	0.004982494387139872	0.004471864667185986	0.00507004707828836	0.0046805228933987	0.004646194785383113	0.0047300635423339074	0.004767466175205679	0.004464246561621933	0.004587076057442058	0.004226744385147824	0.004864946823315154	0.004791760753209029	0.004263037091025663	0.0046183898765116615	0.004666830015439591	0.004620178703432988	0.004505449687229801	0.004779174706217163	0.004982882594346149	0.0045632212978006705	0.005120730934015019	0.004397247824148637	0.005070483949676382	0.0052181775261392754	0.004492249747414312	0.0048652544768734984
unclassified-kra_unclassified-seq_ERR9709210__merged	0.004964599831907359	0.004940373791468207	0.005243281991583157	0.004813762130088128	0.00501237102596021	0.004788786612478853	0.0	0.005504488400150227	0.005185379925624011	0.004824408158661199	0.0049788772094527985	0.005266968145189622	0.005028106297744777	0.004911644197314794	0.004891735460859082	0.005260929887671231	0.00535699996414962	0.0047105106209538745	0.005442057591447792	0.00499730028278679	0.004827969942414871	0.005116818151234297	0.005104889885318269	0.0047819890233136465	0.004894555462768403	0.004533216525973668	0.005138322572587768	0.005106252287731684	0.004775922335056437	0.00500686265745928	0.004869672998450597	0.0048556540152618006	0.004996526845003191	0.005126942812907006	0.005302016232423851	0.004809398482253173	0.00532696665962648	0.004739180482738489	0.0054507345395864385	0.005615205948150534	0.004675270974833008	0.005204288774457171
unclassified-kra_unclassified-seq_ERR9709211__merged	0.004890133358576013	0.005033351497599213	0.005221060875025778	0.004933264000719535	0.005156331661748884	0.004924084683447773	0.005446244010511878	0.0	0.005407037465694804	0.004843076124902994	0.005102823771033914	0.005261223255841844	0.005122159173014289	0.004836477466599988	0.00480037296888249	0.005361887666273965	0.00537816617198178	0.004795808815972331	0.005535268528280497	0.005027354246548698	0.004932377028225573	0.005121106631600907	0.0050542015679160375	0.004738026383359566	0.005000387446207386	0.00443909874639799	0.005269124785756662	0.0053271830006522015	0.004758938197913893	0.005071108638291359	0.004920363831895586	0.004902283890071549	0.004920491375453637	0.0051161281540054865	0.0052282134455046946	0.004990898190097205	0.005448286584353272	0.004877652809937394	0.005349390349307268	0.00584992378919226	0.004692342554350083	0.005156038436285806
unclassified-kra_unclassified-seq_ERR9709212__merged	0.0048817616948105625	0.004810165420554111	0.005020632484449084	0.004748299806483091	0.004956729910885361	0.004645554494878915	0.005111807912532681	0.005392350043675971	0.0	0.004744218060153194	0.004893359666452517	0.004970702720044604	0.00473460137849997	0.0046803186346739065	0.004709475375566804	0.005082772143445846	0.005132458675465047	0.004526342826861527	0.005234446188139965	0.004709960902761689	0.004577953067759128	0.004873334661097641	0.004875478120300512	0.004545067259026036	0.004668665962078998	0.004349816587330612	0.005009633560349247	0.004987808464349103	0.004618503937285805	0.004824568576741166	0.0046992776932130555	0.004825577679187435	0.004776544589831863	0.0049384475552377485	0.005125237808280363	0.004717441960849113	0.005175195855839421	0.004497507488561777	0.005227705080548761	0.005550516145064747	0.004578567305363933	0.004903305340755168
unclassified-kra_unclassified-seq_ERR9709213__merged	0.004849622057516859	0.004775873557763034	0.005009589087490746	0.004665471171115953	0.004822444825759927	0.004706082183002241	0.005086291830915553	0.005171981367856625	0.0050806349926435694	0.0	0.00477206975625089	0.004740986328506003	0.004694233113071774	0.004659274286048309	0.004680430749651049	0.0050569238880099985	0.004899622749407803	0.004548317187365599	0.005155464903713415	0.004814635174854907	0.004671689024427266	0.004911336955931781	0.004780212240236782	0.004519540832895134	0.004730576637422483	0.00432377314086624	0.004952529712902581	0.004848046247203776	0.004548218678442986	0.004747400296510455	0.004710950485905235	0.004592126363388302	0.004774837344264391	0.004904091928113212	0.00490158293038033	0.004616423198997729	0.005186243587646247	0.004537745179268221	0.005092361486565045	0.0051298269648994985	0.004476940844091219	0.004878386551212666
