sample	unclassified-kra_subsampled4x_ERR9709202	unclassified-kra_subsampled4x_ERR9709203	unclassified-kra_subsampled4x_ERR9709204	unclassified-kra_subsampled4x_ERR9709206	unclassified-kra_subsampled4x_ERR9709208	unclassified-kra_subsampled4x_ERR9709209	unclassified-kra_subsampled4x_ERR9709210	unclassified-kra_subsampled4x_ERR9709211	unclassified-kra_subsampled4x_ERR9709212	unclassified-kra_subsampled4x_ERR9709213	unclassified-kra_subsampled4x_ERR9709214	unclassified-kra_subsampled4x_ERR9709215	unclassified-kra_subsampled4x_ERR9709216	unclassified-kra_subsampled4x_ERR9709217	unclassified-kra_subsampled4x_ERR9709218	unclassified-kra_subsampled4x_ERR9709220	unclassified-kra_subsampled4x_ERR9709221	unclassified-kra_subsampled4x_ERR9709222	unclassified-kra_subsampled4x_ERR9709223	unclassified-kra_subsampled4x_ERR9709224	unclassified-kra_subsampled4x_ERR9709225	unclassified-kra_subsampled4x_ERR9709226	unclassified-kra_subsampled4x_ERR9709227	unclassified-kra_subsampled4x_ERR9709228	unclassified-kra_subsampled4x_ERR9709229	unclassified-kra_subsampled4x_ERR9709230	unclassified-kra_subsampled4x_ERR9709231	unclassified-kra_subsampled4x_ERR9709234	unclassified-kra_subsampled4x_ERR9709235	unclassified-kra_subsampled4x_ERR9709236	unclassified-kra_subsampled4x_ERR9709238	unclassified-kra_subsampled4x_ERR9709240	unclassified-kra_subsampled4x_ERR9709241	unclassified-kra_subsampled4x_ERR9709242	unclassified-kra_subsampled4x_ERR9709243	unclassified-kra_subsampled4x_ERR9709244	unclassified-kra_subsampled4x_ERR9709245	unclassified-kra_subsampled4x_ERR9709246	unclassified-kra_subsampled4x_ERR9709247	unclassified-kra_subsampled4x_ERR9709248	unclassified-kra_subsampled4x_ERR9709249	unclassified-kra_subsampled4x_ERR9709251	unclassified-kra_subsampled4x_ERR9709252	unclassified-kra_subsampled4x_ERR9709253
unclassified-kra_subsampled4x_ERR9709202	0.0	0.043955208024104464	0.07625192897678357	0.0724482035382985	0.07409585278228747	0.0724482035382985	0.0737374586545324	0.07486917945071903	0.07191256397394219	0.07480846468263536	0.0739896202046394	0.07518702711288394	0.07190162717522597	0.0717761608481412	0.07241477173526245	0.07095030812283365	0.045094096130816164	0.07561440798606034	0.07864219724743593	0.07286384808421298	0.07216529930993498	0.07145148687056946	0.0722150160110524	0.045613022756392674	0.07247609393495602	0.07192350505654399	0.07170006512615745	0.0717761608481412	0.07193992471983757	0.0719344504262791	0.04662171450648178	0.07223714073923504	0.04639942544120468	0.0707292570807262	0.0711305474134909	0.07315965955672776	0.07251518727323503	0.07357447078750057	0.07712721650415333	0.07079223575484972	0.07477209866877965	0.07729232860180768	0.07472368372640747	0.07356286496929998
unclassified-kra_subsampled4x_ERR9709203	0.043955208024104464	0.0	0.048130912908872725	0.043025105754721515	0.045800830446328544	0.043530879734726136	0.04639718809854598	0.047032792363463694	0.0438830521878083	0.046786173110351714	0.04552624026349861	0.04624694788884698	0.04272929927718505	0.042562437357829164	0.04210706927228702	0.04194937418028977	0.022788181955210263	0.04725452631428839	0.05065579024198941	0.044588206770592276	0.042078846091071376	0.042419361144458545	0.042868124984129063	0.02448721376343377	0.04286232723499572	0.04265437980221487	0.04169216247073548	0.04251657574005341	0.04231678383714599	0.043007621258244755	0.024839082012380165	0.04393113608674781	0.023852579741957536	0.04193814318997846	0.04194937418028977	0.043871043684554745	0.04345385551020353	0.045570764454037294	0.04836819893772093	0.041464828566297296	0.04643650917545805	0.05054989380680641	0.0461299076995606	0.04398532612375705
unclassified-kra_subsampled4x_ERR9709204	0.07625192897678357	0.048130912908872725	0.0	0.07527321876500725	0.07668293693808748	0.07545260295561929	0.07688460913252104	0.07733873350795095	0.07535349099016342	0.07801011919971557	0.07632864170602494	0.07784752619380408	0.07522393406234718	0.07489350212139834	0.07463312990217696	0.07581483768998598	0.04971318890292975	0.07775984386748269	0.0809575122864139	0.07643767662776302	0.07415504508504012	0.07499100376625634	0.07540919851526706	0.05020219292976413	0.07592189898826895	0.0748266653479801	0.07515016852118239	0.0747115930110247	0.07492393508051254	0.07555206516956736	0.050065030381692854	0.07570192049701596	0.049314813212809394	0.07455488527960641	0.07531023903034584	0.07550229013115395	0.07537204791495478	0.07640556374090057	0.07886540178785606	0.07488133815568432	0.07712721650415333	0.08055331070639138	0.07685850577916087	0.07580226895481756
unclassified-kra_subsampled4x_ERR9709206	0.0724482035382985	0.043025105754721515	0.07527321876500725	0.0	0.0738193091785393	0.07215978068700957	0.07399551147665218	0.0746753520437976	0.07179794062748768	0.0737432972059564	0.0730170524220024	0.07424406822074736	0.07089224407890293	0.0714730146928021	0.07068211634783306	0.07047875701004225	0.045191357289238954	0.07562689313268389	0.07840695510414475	0.07334901951735517	0.0710668003871977	0.07054637855385759	0.07154309503674938	0.04542454580486066	0.07227590119951322	0.07109865567992368	0.07059850712104476	0.07108803320400725	0.07054637855385759	0.07078698209026135	0.045463748369120816	0.07161335180149375	0.045543868772244034	0.07045798338537401	0.0702201946293518	0.07180883689056783	0.07291482310443997	0.07310823730023064	0.07624554566243635	0.0699283356556678	0.07363838880168072	0.07714039000088158	0.0745909711084829	0.07172178560685294
unclassified-kra_subsampled4x_ERR9709208	0.07409585278228747	0.045800830446328544	0.07668293693808748	0.0738193091785393	0.0	0.07404268622903365	0.07488133815568432	0.07590928240120132	0.07408402928606395	0.07580855262129438	0.07471763771852191	0.07525472688260781	0.07341819619535694	0.07330874517361474	0.07316537897237385	0.07291482310443997	0.04704134020104167	0.07597242191540154	0.07955294045664063	0.07425001314519286	0.07330299641831917	0.07303982082255422	0.07377835406054467	0.04808874521537143	0.07303982082255422	0.07334326249460088	0.07383102163201816	0.07321690632923172	0.0722094875641589	0.07364420676175887	0.046974410668431776	0.0735396677360054	0.04775593154216984	0.07249284153262048	0.07271710623413219	0.07405449231796046	0.07404858865269626	0.07443493285545388	0.07786779925772536	0.07247609393495602	0.0752177795406902	0.07944552360502866	0.07499100376625634	0.07380174966259312
unclassified-kra_subsampled4x_ERR9709209	0.0724482035382985	0.043530879734726136	0.07545260295561929	0.07215978068700957	0.07404268622903365	0.0	0.07454286696239809	0.07459698992184827	0.07178704861441398	0.07430357418318934	0.07363257204847151	0.07413727428434547	0.07073974364312785	0.07117312655008545	0.07135481669991428	0.07073449986842151	0.045034821025526806	0.07430357418318934	0.0784966699001387	0.07261035632088852	0.07132802321701726	0.0710721070754523	0.0716025315510368	0.04608147846379429	0.07151072839238903	0.07068735026854944	0.07118911050446775	0.07111459698656841	0.0703802200889575	0.07124779684764926	0.04579691289341925	0.07200021285683145	0.04567384079380077	0.07013282797430576	0.07065596148860531	0.07200570005333906	0.07261596459519515	0.07319399358002066	0.07590297622598519	0.06964959284066052	0.07448285237737162	0.07832439314888662	0.074172827142723	0.07232026477265607
unclassified-kra_subsampled4x_ERR9709210	0.0737374586545324	0.04639718809854598	0.07688460913252104	0.07399551147665218	0.07488133815568432	0.07454286696239809	0.0	0.07545260295561929	0.0739719538058774	0.07597874365660429	0.07416097118614107	0.07558321932088141	0.07285253289623328	0.07261035632088852	0.07331449510856614	0.07330299641831917	0.046937612642299675	0.07635425907326043	0.07873266197596562	0.07448285237737162	0.0734586282485371	0.07313107998249313	0.07356286496929998	0.04798292673613269	0.07379589893243876	0.07298861792976974	0.07320544761211811	0.07311965631271977	0.07256553055352832	0.07353387142552104	0.04787556200398968	0.07362094216071813	0.048297942985529696	0.07262157399392999	0.07274526613311616	0.07373162131827671	0.07480240041207642	0.07497879755477665	0.0776455912523637	0.07303982082255422	0.07453085378427415	0.07850358283293424	0.07566438182511703	0.07456690874017091
unclassified-kra_subsampled4x_ERR9709211	0.07486917945071903	0.047032792363463694	0.07733873350795095	0.0746753520437976	0.07590928240120132	0.07459698992184827	0.07545260295561929	0.0	0.07453685973121738	0.07618816079043544	0.0759661015923776	0.07687808103028737	0.07386618836172465	0.07429761790891953	0.07390727200531544	0.07333750665432315	0.04811768980839348	0.07641198339318223	0.07939553470604066	0.07554583847443319	0.07324557364336037	0.07330299641831917	0.07404268622903365	0.04758664484149144	0.07445289309749858	0.07363257204847151	0.07472368372640747	0.07369079394802935	0.07361512902520384	0.07438112093425286	0.048915837711118404	0.07497269643543114	0.04832769458146846	0.07292049272923817	0.07371411659561533	0.07503376727944389	0.07477209866877965	0.0759597826869135	0.07837940767639884	0.07263840894107265	0.07523008993070479	0.07948128401462229	0.07624554566243635	0.07505211442491855
unclassified-kra_subsampled4x_ERR9709212	0.07191256397394219	0.0438830521878083	0.07535349099016342	0.07179794062748768	0.07408402928606395	0.07178704861441398	0.0739719538058774	0.07453685973121738	0.0	0.07430357418318934	0.07319399358002066	0.07360931709461804	0.07093446047233631	0.07117845351689511	0.07092390037656204	0.0709820304847596	0.04590932810211379	0.07511335816421627	0.07818732304798892	0.07275090151475838	0.07172178560685294	0.07095559267628881	0.07095559267628881	0.045640049673552396	0.07182518926097137	0.07169463764528072	0.07180338822757648	0.07121577080568475	0.07099790521603888	0.07175439804319472	0.04536617356457573	0.07181428661686307	0.0455330643657651	0.07053075899701311	0.07101908559894154	0.07183609616311593	0.0722094875641589	0.07312536756521582	0.07601670392029469	0.07041648259050703	0.07334901951735517	0.0771799474088326	0.07429761790891953	0.07242034092775329
unclassified-kra_subsampled4x_ERR9709213	0.07480846468263536	0.046786173110351714	0.07801011919971557	0.0737432972059564	0.07580855262129438	0.07430357418318934	0.07597874365660429	0.07618816079043544	0.07430357418318934	0.0	0.07563938381821211	0.07567688915607695	0.0746150541016164	0.07427975666304287	0.07421436246568092	0.07359188852759035	0.04857070487560233	0.07645053202941487	0.07967517361031673	0.07516244935293548	0.07338935182559148	0.07356866727786937	0.07444091832687916	0.04858178251610612	0.07441100371667053	0.07351069816052336	0.0736849663154846	0.07412543333093635	0.07303982082255422	0.07355706386131045	0.04873273143612633	0.07420842508448433	0.04817332089695936	0.07347019098416663	0.07341242494605449	0.07438112093425286	0.0752855534421244	0.07585887248404766	0.07777331576588176	0.07340088601142158	0.07575205002979113	0.07928160437270759	0.07593452122828825	0.07567063479613834
